"","split"
"5611","train"
"5612","train"
"5613","train"
"5614","test"
"5615","train"
"5616","test"
"5617","test"
"5618","test"
"5619","train"
"5620","test"
"5621","train"
"5622","test"
"5623","test"
"5624","test"
"5625","test"
"5626","test"
"5627","train"
"5628","train"
"5629","train"
"5630","train"
"5631","train"
"5632","train"
"5633","train"
"5634","train"
"5635","test"
"5636","train"
"5637","test"
"5638","train"
"5639","train"
"5640","train"
"5641","train"
"5642","train"
"5643","train"
"5644","train"
"5645","train"
"5646","train"
"5647","train"
"5648","train"
"5649","test"
"5650","test"
"5651","train"
"5652","test"
"5653","train"
"5654","train"
"5655","train"
"5656","train"
"5657","train"
"5658","train"
"5659","test"
"5660","train"
"5661","train"
"5662","train"
"5663","test"
"5664","train"
"5665","train"
"5666","train"
"5667","train"
"5668","train"
"5669","train"
"5670","test"
"5671","train"
"5672","train"
"5673","train"
"5674","train"
"5675","train"
"5676","train"
"5677","train"
"5678","train"
"5679","train"
"5680","train"
"5681","train"
"5682","train"
"5683","train"
"5684","test"
"5685","train"
"5686","test"
"5687","train"
"5688","train"
"5689","test"
"5690","train"
"5691","train"
"5692","train"
"5693","test"
"5694","train"
"5695","train"
"5696","train"
"5697","train"
"5698","test"
"5699","train"
"5700","train"
"5701","train"
"5702","train"
"5703","test"
"5704","test"
"5705","test"
"5706","test"
"5707","train"
"5708","train"
"5709","train"
"5710","test"
"5711","train"
"5712","train"
"5713","test"
"5714","test"
"5715","train"
"5716","train"
"5717","test"
"5718","test"
"5719","train"
"5720","train"
"5721","test"
"5722","test"
"5723","train"
"5724","test"
"5725","train"
"5726","train"
"5727","test"
"5728","train"
"5729","train"
"5730","train"
"5731","train"
"5732","train"
"5733","train"
"5734","train"
"5735","train"
"5736","train"
"5737","train"
"5738","train"
"5739","train"
"5740","test"
"5741","train"
"5742","test"
"5743","train"
"5744","train"
"5745","train"
"5746","test"
"5747","train"
"5748","train"
"5749","test"
"5750","train"
"5751","train"
"5752","train"
"5753","train"
"5754","train"
"5755","train"
"5756","train"
"5757","train"
"5758","test"
"5759","test"
"5760","train"
"5761","test"
"5762","train"
"5763","train"
"5764","train"
"5765","train"
"5766","train"
"5767","test"
"5768","train"
"5769","train"
"5770","train"
"5771","train"
"5772","test"
"5773","test"
"5774","train"
"5775","test"
"5776","train"
"5777","train"
"5778","test"
"5779","train"
"5780","train"
"5781","train"
"5782","test"
"5783","test"
"5784","train"
"5785","train"
"5786","test"
"5787","train"
"5788","test"
"5789","train"
"5790","train"
"5791","train"
"5792","train"
"5793","train"
"5794","train"
"5795","train"
"5796","train"
"5797","train"
"5798","train"
"5799","train"
"5800","train"
"5801","test"
"5802","train"
"5803","test"
"5804","train"
"5805","train"
"5806","train"
"5807","test"
"5808","train"
"5809","test"
"5810","train"
"5811","train"
"5812","test"
"5813","train"
"5814","train"
"5815","test"
"5816","train"
"5817","train"
"5818","test"
"5819","train"
"5820","train"
"5821","train"
"5822","train"
"5823","test"
"5824","train"
"5825","train"
"5826","test"
"5827","train"
"5828","test"
"5829","train"
"5830","train"
"5831","train"
"5832","train"
"5833","test"
"5834","test"
"5835","train"
"5836","train"
"5837","test"
"5838","test"
"5839","test"
"5840","test"
"5841","train"
"5842","train"
"5843","test"
"5844","train"
"5845","train"
"5846","train"
"5847","train"
"5848","train"
"5849","test"
"5850","train"
"5851","test"
"5852","train"
"5853","test"
"5854","train"
"5855","train"
"5856","train"
"5857","train"
"5858","train"
"5859","test"
"5860","train"
"5861","test"
"5862","test"
"5863","train"
"5864","test"
"5865","train"
"5866","train"
"5867","train"
"5868","train"
"5869","train"
"5870","train"
"5871","train"
"5872","train"
"5873","train"
"5874","train"
"5875","test"
"5876","train"
"5877","train"
"5878","train"
"5879","train"
"5880","train"
"5881","test"
"5882","test"
"5883","train"
"5884","train"
"5885","test"
"5886","test"
"5887","train"
"5888","train"
"5889","train"
"5890","test"
"5891","train"
"5892","test"
"5893","train"
"5894","train"
"5895","train"
"5896","test"
"5897","test"
"5898","train"
"5899","test"
"5900","test"
"5901","train"
"5902","train"
"5903","train"
"5904","train"
"5905","train"
"5906","test"
"5907","train"
"5908","train"
"5909","test"
"5910","train"
"5911","train"
"5912","train"
"5913","test"
"5914","train"
"5915","train"
"5916","train"
"5917","test"
"5918","train"
"5919","train"
"5920","train"
"5921","test"
"5922","train"
"5923","train"
"5924","train"
"5925","test"
"5926","train"
"5927","train"
"5928","train"
"5929","train"
"5930","train"
"5931","train"
"5932","train"
"5933","train"
"5934","train"
"5935","train"
"5936","train"
"5937","test"
"5938","train"
"5939","train"
"5940","train"
"5941","test"
"5942","train"
"5943","train"
"5944","train"
"5945","test"
"5946","test"
"5947","train"
"5948","train"
"5949","test"
"5950","train"
"5951","test"
"5952","test"
"5953","test"
"5954","train"
"5955","train"
"5956","test"
"5957","test"
"5958","train"
"5959","train"
"5960","train"
"5961","test"
"5962","test"
"5963","train"
"5964","test"
"5965","train"
"5966","train"
"5967","test"
"5968","train"
"5969","test"
"5970","train"
"5971","test"
"5972","train"
"5973","train"
"5974","train"
"5975","train"
"5976","train"
"5977","test"
"5978","train"
"5979","train"
"5980","train"
"5981","test"
"5982","train"
"5983","train"
"5984","train"
"5985","train"
"5986","train"
"5987","test"
"5988","test"
"5989","train"
"5990","train"
"5991","train"
"5992","train"
"5993","train"
"5994","train"
"5995","train"
"5996","train"
"5997","test"
"5998","train"
"5999","train"
"6000","train"
"6001","train"
"6002","train"
"6003","test"
"6004","test"
"6005","train"
"6006","test"
"6007","test"
"6008","train"
"6009","train"
"6010","train"
"6011","train"
"6012","test"
"6013","test"
"6014","test"
"6015","train"
"6016","train"
"6017","train"
"6018","train"
"6019","test"
"6020","train"
"6021","train"
"6022","train"
"6023","train"
"6024","train"
"6025","train"
"6026","train"
"6027","train"
"6028","train"
"6029","test"
"6030","test"
"6031","train"
"6032","train"
"6033","train"
"6034","test"
"6035","train"
"6036","train"
"6037","test"
"6038","train"
"6039","test"
"6040","train"
"6041","train"
"6042","train"
"6043","train"
"6044","test"
"6045","test"
"6046","train"
"6047","test"
"6048","test"
"6049","test"
"6050","train"
"6051","train"
"6052","train"
"6053","train"
"6054","train"
"6055","train"
"6056","test"
"6057","test"
"6058","train"
"6059","train"
"6060","train"
"6061","train"
"6062","train"
"6063","train"
"6064","test"
"6065","train"
"6066","test"
"6067","test"
"6068","train"
"6069","train"
"6070","train"
"6071","train"
"6072","train"
"6073","test"
"6074","train"
"6075","train"
"6076","test"
"6077","train"
"6078","test"
"6079","train"
"6080","train"
"6081","train"
"6082","test"
"6083","train"
"6084","train"
"6085","train"
"6086","train"
"6087","train"
"6088","test"
"6089","train"
"6090","train"
"6091","train"
"6092","train"
"6093","train"
"6094","test"
"6095","test"
"6096","test"
"6097","train"
"6098","test"
"6099","test"
"6100","train"
"6101","test"
"6102","test"
"6103","train"
"6104","train"
"6105","train"
"6106","train"
"6107","train"
"6108","test"
"6109","train"
"6110","train"
"6111","train"
"6112","train"
"6113","train"
"6114","train"
"6115","train"
"6116","train"
"6117","train"
"6118","test"
"6119","train"
"6120","train"
"6121","train"
"6122","train"
"6123","train"
"6124","test"
"6125","train"
"6126","train"
"6127","train"
"6128","train"
"6129","test"
"6130","train"
"6131","test"
"6132","train"
"6133","train"
"6134","train"
"6135","test"
"6136","test"
"6137","train"
"6138","train"
"6139","test"
"6140","train"
"6141","train"
"6142","train"
"6143","test"
"6144","train"
"6145","train"
"6146","train"
"6147","test"
"6148","train"
"6149","train"
"6150","train"
"6151","test"
"6152","train"
"6153","test"
"6154","test"
"6155","train"
"6156","train"
"6157","train"
"6158","train"
"6159","train"
"6160","train"
"6161","train"
"6162","test"
"6163","test"
"6164","train"
"6165","train"
"6166","train"
"6167","train"
"6168","train"
"6169","test"
"6170","train"
"6171","train"
"6172","train"
"6173","train"
"6174","train"
"6175","train"
"6176","train"
"6177","train"
"6178","train"
"6179","train"
"6180","train"
"6181","train"
"6182","train"
"6183","train"
"6184","train"
"6185","train"
"6186","train"
"6187","train"
"6188","train"
"6189","train"
"6190","train"
"6191","train"
"6192","train"
"6193","train"
"6194","train"
"6195","train"
"6196","train"
"6197","train"
"6198","test"
"6199","train"
"6200","train"
"6201","test"
"6202","test"
"6203","test"
"6204","train"
"6205","train"
"6206","test"
"6207","train"
"6208","train"
"6209","train"
"6210","train"
"6211","train"
"6212","train"
"6213","train"
"6214","train"
"6215","train"
"6216","train"
"6217","train"
"6218","train"
"6219","train"
"6220","train"
"6221","train"
"6222","train"
"6223","test"
"6224","train"
"6225","train"
"6226","test"
"6227","train"
"6228","test"
"6229","train"
"6230","test"
"6231","test"
"6232","train"
"6233","train"
"6234","train"
"6235","test"
"6236","test"
"6237","test"
"6238","train"
"6239","test"
"6240","train"
"6241","train"
"6242","test"
"6243","train"
"6244","train"
"6245","train"
"6246","train"
"6247","test"
"6248","train"
"6249","test"
"6250","train"
"6251","test"
"6252","train"
"6253","train"
"6254","train"
"6255","train"
"6256","train"
"6257","train"
"6258","test"
"6259","test"
"6260","train"
"6261","test"
"6262","train"
"6263","train"
"6264","train"
"6265","train"
"6266","train"
"6267","test"
"6268","test"
"6269","test"
"6270","test"
"6271","train"
"6272","test"
"6273","test"
"6274","train"
"6275","test"
"6276","train"
"6277","train"
"6278","train"
"6279","train"
"6280","test"
"6281","train"
"6282","train"
"6283","test"
"6284","train"
"6285","train"
"6286","train"
"6287","train"
"6288","test"
"6289","train"
"6290","test"
"6291","train"
"6292","train"
"6293","train"
"6294","train"
"6295","test"
"6296","test"
"6297","test"
"6298","train"
"6299","train"
"6300","train"
"6301","train"
"6302","test"
"6303","train"
"6304","train"
"6305","train"
"6306","test"
"6307","test"
"6308","train"
"6309","test"
"6310","train"
"6311","train"
"6312","train"
"6313","test"
"6314","train"
"6315","train"
"6316","train"
"6317","train"
"6318","train"
"6319","train"
"6320","train"
"6321","train"
"6322","train"
"6323","train"
"6324","train"
"6325","train"
"6326","train"
"6327","train"
"6328","train"
"6329","train"
"6330","train"
"6331","train"
"6332","train"
"6333","test"
"6334","train"
"6335","train"
"6336","train"
"6337","train"
"6338","train"
"6339","train"
"6340","test"
"6341","train"
"6342","test"
"6343","train"
"6344","train"
"6345","train"
"6346","train"
"6347","train"
"6348","test"
"6349","train"
"6350","test"
"6351","train"
"6352","train"
"6353","test"
"6354","train"
"6355","test"
"6356","train"
"6357","test"
"6358","test"
"6359","train"
"6360","train"
"6361","train"
"6362","train"
"6363","train"
"6364","train"
"6365","test"
"6366","train"
"6367","test"
"6368","train"
"6369","train"
"6370","train"
"6371","test"
"6372","train"
"6373","test"
"6374","train"
"6375","train"
"6376","train"
"6377","test"
"6378","train"
"6379","test"
"6380","test"
"6381","test"
"6382","train"
"6383","test"
"6384","train"
"6385","test"
"6386","train"
"6387","train"
"6388","train"
"6389","test"
"6390","test"
"6391","test"
"6392","test"
"6393","train"
"6394","train"
"6395","train"
"6396","train"
"6397","test"
"6398","test"
"6399","test"
"6400","train"
"6401","train"
"6402","train"
"6403","test"
"6404","train"
"6405","train"
"6406","test"
"6407","train"
"6408","train"
"6409","train"
"6410","train"
"6411","test"
"6412","train"
"6413","train"
"6414","test"
"6415","train"
"6416","train"
"6417","train"
"6418","test"
"6419","train"
"6420","test"
"6421","train"
"6422","test"
"6423","train"
"6424","train"
"6425","train"
"6426","train"
"6427","test"
"6428","train"
"6429","train"
"6430","train"
"6431","test"
"6432","test"
"6433","train"
"6434","test"
"6435","train"
"6436","test"
"6437","train"
"6438","train"
"6439","test"
"6440","test"
"6441","train"
"6442","test"
"6443","train"
"6444","train"
"6445","train"
"6446","train"
"6447","train"
"6448","train"
"6449","test"
"6450","test"
"6451","train"
"6452","train"
"6453","train"
"6454","train"
"6455","test"
"6456","train"
"6457","test"
"6458","train"
"6459","train"
"6460","train"
"6461","train"
"6462","train"
"6463","train"
"6464","train"
"6465","train"
"6466","test"
"6467","train"
"6468","test"
"6469","train"
"6470","train"
"6471","train"
"6472","train"
"6473","train"
"6474","train"
"6475","train"
"6476","train"
"6477","test"
"6478","test"
"6479","train"
"6480","test"
"6481","test"
"6482","train"
"6483","train"
"6484","train"
"6485","train"
"6486","train"
"6487","train"
"6488","test"
"6489","train"
"6490","train"
"6491","train"
"6492","train"
"6493","train"
"6494","test"
"6495","train"
"6496","train"
"6497","train"
"6498","train"
"6499","test"
"6500","train"
"6501","train"
"6502","test"
"6503","train"
"6504","train"
"6505","train"
"6506","test"
"6507","test"
"6508","test"
"6509","train"
"6510","train"
"6511","train"
"6512","train"
"6513","train"
"6514","train"
"6515","train"
"6516","train"
"6517","train"
"6518","train"
"6519","train"
"6520","train"
"6521","train"
"6522","train"
"6523","train"
"6524","train"
"6525","test"
"6526","train"
"6527","train"
"6528","train"
"6529","train"
"6530","train"
"6531","train"
"6532","train"
"6533","train"
"6534","train"
"6535","test"
"6536","train"
"6537","train"
"6538","train"
"6539","test"
"6540","test"
"6541","test"
"6542","train"
"6543","train"
"6544","test"
"6545","train"
"6546","train"
"6547","train"
"6548","train"
"6549","train"
"6550","train"
"6551","train"
"6552","test"
"6553","train"
"6554","train"
"6555","train"
"6556","train"
"6557","train"
"6558","test"
"6559","train"
"6560","train"
"6561","train"
"6562","test"
"6563","train"
"6564","train"
"6565","train"
"6566","train"
"6567","test"
"6568","train"
"6569","test"
"6570","train"
"6571","train"
"6572","train"
"6573","train"
"6574","train"
"6575","train"
"6576","train"
"6577","train"
"6578","test"
"6579","test"
"6580","train"
"6581","train"
"6582","train"
"6583","train"
"6584","train"
"6585","train"
"6586","train"
"6587","train"
"6588","train"
"6589","train"
"6590","test"
"6591","train"
"6592","test"
"6593","test"
"6594","test"
"6595","test"
"6596","train"
"6597","train"
"6598","train"
"6599","train"
"6600","train"
"6601","train"
"6602","train"
"6603","train"
"6604","train"
"6605","test"
"6606","test"
"6607","test"
"6608","train"
"6609","train"
"6610","train"
"6611","train"
"6612","train"
"6613","test"
"6614","train"
"6615","train"
"6616","train"
"6617","train"
"6618","train"
"6619","train"
"6620","train"
"6621","test"
"6622","train"
"6623","train"
"6624","train"
"6625","train"
"6626","train"
"6627","train"
"6628","train"
"6629","train"
"6630","train"
"6631","train"
"6632","test"
"6633","train"
"6634","test"
"6635","train"
"6636","train"
"6637","train"
"6638","test"
"6639","train"
"6640","train"
"6641","train"
"6642","test"
"6643","test"
"6644","test"
"6645","train"
"6646","train"
"6647","test"
"6648","train"
"6649","train"
"6650","test"
"6651","train"
"6652","test"
"6653","train"
"6654","test"
"6655","test"
"6656","test"
"6657","train"
"6658","train"
"6659","train"
"6660","test"
"6661","train"
"6662","test"
"6663","train"
"6664","test"
"6665","train"
"6666","train"
"6667","train"
"6668","test"
"6669","train"
"6670","train"
"6671","test"
"6672","test"
"6673","train"
"6674","train"
"6675","test"
"6676","train"
"6677","test"
"6678","test"
"6679","train"
"6680","train"
"6681","train"
"6682","train"
"6683","test"
"6684","train"
"6685","train"
"6686","test"
"6687","train"
"6688","train"
"6689","test"
"6690","test"
"6691","train"
"6692","test"
"6693","train"
"6694","train"
"6695","train"
"6696","test"
"6697","train"
"6698","train"
"6699","train"
"6700","test"
"6701","test"
"6702","train"
"6703","train"
"6704","test"
"6705","train"
"6706","test"
"6707","train"
"6708","test"
"6709","test"
"6710","train"
"6711","test"
"6712","train"
"6713","train"
"6714","train"
"6715","train"
"6716","train"
"6717","train"
"6718","train"
"6719","train"
"6720","train"
"6721","train"
"6722","train"
"6723","train"
"6724","train"
"6725","train"
"6726","train"
"6727","train"
"6728","train"
"6729","train"
"6730","train"
"6731","train"
"6732","train"
"6733","train"
"6734","test"
"6735","train"
"6736","train"
"6737","train"
"6738","test"
"6739","train"
"6740","test"
"6741","train"
"6742","train"
"6743","train"
"6744","train"
"6745","test"
"6746","train"
"6747","train"
"6748","train"
"6749","test"
"6750","train"
"6751","train"
"6752","train"
"6753","test"
"6754","train"
"6755","train"
"6756","train"
"6757","train"
"6758","train"
"6759","train"
"6760","train"
"6761","train"
"6762","train"
"6763","train"
"6764","test"
"6765","train"
"6766","test"
"6767","train"
"6768","train"
"6769","train"
"6770","test"
"6771","train"
"6772","train"
"6773","train"
"6774","test"
"6775","train"
"6776","train"
"6777","train"
"6778","train"
"6779","train"
"6780","train"
"6781","train"
"6782","train"
"6783","train"
"6784","test"
"6785","train"
"6786","train"
"6787","test"
"6788","train"
"6789","train"
"6790","test"
"6791","train"
"6792","train"
"6793","test"
"6794","train"
"6795","train"
"6796","test"
"6797","train"
"6798","test"
"6799","train"
"6800","train"
"6801","train"
"6802","train"
"6803","train"
"6804","train"
"6805","train"
"6806","train"
"6807","train"
"6808","train"
"6809","train"
"6810","train"
"6811","train"
"6812","test"
"6813","train"
"6814","train"
"6815","test"
"6816","test"
"6817","train"
"6818","test"
"6819","train"
"6820","train"
"6821","train"
"6822","train"
"6823","train"
"6824","train"
"6825","test"
"6826","test"
"6827","train"
"6828","train"
"6829","test"
"6830","train"
"6831","train"
"6832","test"
"6833","test"
"6834","train"
"6835","train"
"6836","test"
"6837","train"
"6838","train"
"6839","test"
"6840","train"
"6841","train"
"6842","test"
"6843","train"
"6844","test"
"6845","train"
"6846","train"
"6847","test"
"6848","test"
"6849","train"
"6850","train"
"6851","train"
"6852","test"
"6853","test"
"6854","train"
"6855","test"
"6856","train"
"6857","train"
"6858","train"
"6859","train"
"6860","test"
"6861","train"
"6862","test"
"6863","test"
"6864","test"
"6865","train"
"6866","train"
"6867","test"
"6868","train"
"6869","test"
"6870","train"
"6871","train"
"6872","train"
"6873","test"
"6874","test"
"6875","train"
"6876","train"
"6877","train"
"6878","test"
"6879","train"
"6880","test"
"6881","train"
"6882","train"
"6883","train"
"6884","train"
"6885","train"
"6886","train"
"6887","train"
"6888","train"
"6889","test"
"6890","test"
"6891","train"
"6892","train"
"6893","train"
"6894","train"
"6895","train"
"6896","train"
"6897","test"
"6898","train"
"6899","test"
"6900","test"
"6901","train"
"6902","train"
"6903","test"
"6904","train"
"6905","train"
"6906","train"
"6907","train"
"6908","test"
"6909","test"
"6910","train"
"6911","train"
"6912","train"
"6913","test"
"6914","test"
"6915","train"
"6916","train"
"6917","train"
"6918","test"
"6919","train"
"6920","test"
"6921","train"
"6922","train"
"6923","test"
"6924","train"
"6925","train"
"6926","test"
"6927","test"
"6928","test"
"6929","train"
"6930","train"
"6931","train"
"6932","train"
"6933","train"
"6934","test"
"6935","train"
"6936","train"
"6937","test"
"6938","train"
"6939","train"
"6940","train"
"6941","train"
"6942","train"
"6943","test"
"6944","train"
"6945","test"
"6946","test"
"6947","train"
"6948","train"
"6949","train"
"6950","train"
"6951","train"
"6952","train"
"6953","train"
"6954","train"
"6955","test"
"6956","test"
"6957","test"
"6958","train"
"6959","train"
"6960","train"
"6961","train"
"6962","train"
"6963","train"
"6964","train"
"6965","test"
"6966","train"
"6967","train"
"6968","train"
"6969","train"
"6970","test"
"6971","test"
"6972","train"
"6973","test"
"6974","train"
"6975","train"
"6976","train"
"6977","test"
"6978","test"
"6979","train"
"6980","train"
"6981","train"
"6982","train"
"6983","train"
"6984","test"
"6985","train"
"6986","train"
"6987","test"
"6988","train"
"6989","train"
"6990","test"
"6991","train"
"6992","train"
"6993","test"
"6994","test"
"6995","train"
"6996","train"
"6997","train"
"6998","train"
"6999","train"
"7000","train"
"7001","train"
"7002","test"
"7003","train"
"7004","train"
"7005","test"
"7006","test"
"7007","test"
"7008","test"
"7009","train"
"7010","test"
"7011","test"
"7012","train"
"7013","test"
"7014","train"
"7015","train"
"7016","train"
"7017","train"
"7018","train"
"7019","test"
"7020","test"
"7021","train"
"7022","test"
"7023","train"
"7024","test"
"7025","test"
"7026","test"
"7027","test"
"7028","test"
"7029","train"
"7030","test"
"7031","train"
"7032","train"
"7033","train"
"7034","train"
"7035","train"
"7036","train"
"7037","train"
"7038","train"
"7039","train"
"7040","test"
"7041","test"
"7042","train"
"7043","test"
"7044","train"
"7045","test"
"7046","test"
"7047","test"
"7048","test"
"7049","train"
"7050","train"
"7051","train"
"7052","train"
"7053","train"
"7054","train"
"7055","test"
"7056","train"
"7057","test"
"7058","test"
"7059","test"
"7060","train"
"7061","test"
"7062","train"
"7063","train"
"7064","test"
"7065","train"
"7066","test"
"7067","train"
"7068","train"
"7069","train"
"7070","train"
"7071","train"
"7072","train"
"7073","train"
"7074","train"
"7075","train"
"7076","train"
"7077","test"
"7078","train"
"7079","train"
"7080","train"
"7081","train"
"7082","test"
"7083","train"
"7084","train"
"7085","train"
"7086","train"
"7087","train"
"7088","test"
"7089","train"
"7090","train"
"7091","train"
"7092","train"
"7093","train"
"7094","test"
"7095","test"
"7096","train"
"7097","train"
"7098","train"
"7099","test"
"7100","train"
"7101","train"
"7102","train"
"7103","train"
"7104","train"
"7105","train"
"7106","test"
"7107","test"
"7108","train"
"7109","train"
"7110","test"
"7111","train"
"7112","train"
"7113","train"
"7114","test"
"7115","train"
"7116","train"
"7117","train"
"7118","test"
"7119","train"
"7120","train"
"7121","test"
"7122","train"
"7123","test"
"7124","train"
"7125","train"
"7126","test"
"7127","train"
"7128","test"
"7129","test"
"7130","train"
"7131","test"
"7132","test"
"7133","test"
"7134","train"
"7135","train"
"7136","test"
"7137","train"
"7138","train"
"7139","train"
"7140","train"
"7141","test"
"7142","train"
"7143","test"
"7144","train"
"7145","train"
"7146","test"
"7147","train"
"7148","train"
"7149","train"
"7150","train"
"7151","train"
"7152","test"
"7153","train"
"7154","test"
"7155","train"
"7156","train"
"7157","train"
"7158","test"
"7159","train"
"7160","train"
"7161","train"
"7162","test"
"7163","test"
"7164","train"
"7165","train"
"7166","train"
"7167","test"
"7168","test"
"7169","train"
"7170","train"
"7171","train"
"7172","train"
"7173","train"
"7174","train"
"7175","train"
"7176","train"
"7177","train"
"7178","train"
"7179","train"
"7180","train"
"7181","train"
"7182","test"
"7183","train"
"7184","train"
"7185","train"
"7186","train"
"7187","train"
"7188","train"
"7189","train"
"7190","train"
"7191","train"
"7192","train"
"7193","train"
"7194","test"
"7195","test"
"7196","train"
"7197","test"
"7198","train"
"7199","test"
"7200","train"
"7201","train"
"7202","train"
"7203","train"
"7204","train"
"7205","train"
"7206","train"
"7207","test"
"7208","train"
"7209","train"
"7210","train"
"7211","train"
"7212","train"
"7213","test"
"7214","train"
"7215","test"
"7216","train"
"7217","train"
"7218","train"
"7219","train"
"7220","train"
"7221","train"
"7222","test"
"7223","train"
"7224","train"
"7225","train"
"7226","train"
"7227","test"
"7228","train"
"7229","train"
"7230","train"
"7231","train"
"7232","test"
"7233","test"
"7234","train"
"7235","train"
"7236","test"
"7237","train"
"7238","train"
"7239","test"
"7240","train"
"7241","train"
"7242","test"
"7243","test"
"7244","test"
"7245","train"
"7246","train"
"7247","train"
"7248","test"
"7249","train"
"7250","train"
"7251","train"
"7252","train"
"7253","train"
"7254","train"
"7255","train"
"7256","test"
"7257","test"
"7258","train"
"7259","test"
"7260","train"
"7261","test"
"7262","test"
"7263","train"
"7264","test"
"7265","train"
"7266","train"
"7267","train"
"7268","test"
"7269","train"
"7270","test"
"7271","train"
"7272","train"
"7273","train"
"7274","train"
"7275","train"
"7276","train"
"7277","train"
"7278","test"
"7279","train"
"7280","train"
"7281","train"
"7282","train"
"7283","train"
"7284","test"
"7285","train"
"7286","test"
"7287","train"
"7288","train"
"7289","train"
"7290","train"
"7291","train"
"7292","train"
"7293","train"
"7294","train"
"7295","train"
"7296","train"
"7297","test"
"7298","train"
"7299","train"
"7300","train"
"7301","train"
"7302","train"
"7303","test"
"7304","train"
"7305","train"
"7306","train"
"7307","test"
"7308","train"
"7309","test"
"7310","test"
"7311","test"
"7312","train"
"7313","train"
"7314","train"
"7315","train"
"7316","train"
"7317","train"
"7318","train"
"7319","train"
"7320","train"
"7321","test"
"7322","train"
"7323","train"
"7324","train"
"7325","train"
"7326","train"
"7327","train"
"7328","test"
"7329","test"
"7330","train"
"7331","train"
"7332","test"
"7333","train"
"7334","train"
"7335","train"
"7336","train"
"7337","train"
"7338","train"
"7339","test"
"7340","train"
"7341","test"
"7342","test"
"7343","train"
"7344","train"
"7345","train"
"7346","test"
"7347","train"
"7348","test"
"7349","train"
"7350","train"
"7351","train"
"7352","train"
"7353","train"
"7354","train"
"7355","train"
"7356","train"
"7357","test"
"7358","train"
"7359","test"
"7360","test"
"7361","train"
"7362","test"
"7363","test"
"7364","train"
"7365","train"
"7366","train"
"7367","train"
"7368","test"
"7369","train"
"7370","train"
"7371","train"
"7372","train"
"7373","test"
"7374","train"
"7375","test"
"7376","train"
"7377","train"
"7378","train"
"7379","train"
"7380","train"
"7381","train"
"7382","test"
"7383","train"
"7384","train"
"7385","train"
"7386","train"
"7387","train"
"7388","train"
"7389","train"
"7390","train"
"7391","test"
"7392","train"
"7393","train"
"7394","train"
"7395","test"
"7396","train"
"7397","train"
"7398","test"
"7399","train"
"7400","train"
"7401","train"
"7402","train"
"7403","train"
"7404","train"
"7405","test"
"7406","test"
"7407","train"
"7408","train"
"7409","train"
"7410","test"
"7411","train"
"7412","train"
"7413","train"
"7414","test"
"7415","test"
"7416","test"
"7417","train"
"7418","train"
"7419","train"
"7420","train"
"7421","test"
"7422","train"
"7423","test"
"7424","train"
"7425","test"
"7426","train"
"7427","test"
"7428","train"
"7429","train"
"7430","train"
"7431","train"
"7432","train"
"7433","test"
"7434","train"
"7435","test"
"7436","test"
"7437","test"
"7438","test"
"7439","train"
"7440","test"
"7441","train"
"7442","test"
"7443","test"
"7444","test"
"7445","train"
"7446","train"
"7447","train"
"7448","train"
"7449","test"
"7450","train"
"7451","test"
"7452","train"
"7453","train"
"7454","train"
"7455","train"
"7456","train"
"7457","train"
"7458","train"
"7459","test"
"7460","test"
"7461","test"
"7462","train"
"7463","train"
"7464","train"
"7465","test"
"7466","train"
"7467","train"
"7468","test"
"7469","test"
"7470","test"
"7471","train"
"7472","train"
"7473","train"
"7474","train"
"7475","train"
"7476","train"
"7477","train"
"7478","train"
"7479","test"
"7480","test"
"7481","train"
"7482","train"
"7483","train"
"7484","train"
"7485","train"
"7486","test"
"7487","train"
"7488","train"
"7489","test"
"7490","train"
"7491","test"
"7492","train"
"7493","train"
"7494","test"
"7495","test"
"7496","test"
"7497","train"
"7498","train"
"7499","test"
"7500","test"
"7501","train"
"7502","train"
"7503","train"
"7504","test"
"7505","test"
"7506","train"
"7507","test"
"7508","train"
"7509","train"
"7510","train"
"7511","train"
"7512","test"
"7513","test"
"7514","test"
"7515","train"
"7516","test"
"7517","train"
"7518","train"
"7519","train"
"7520","train"
"7521","train"
"7522","train"
"7523","train"
"7524","test"
"7525","test"
"7526","train"
"7527","train"
"7528","train"
"7529","test"
"7530","train"
"7531","train"
"7532","test"
"7533","train"
"7534","test"
"7535","test"
"7536","test"
"7537","train"
"7538","train"
"7539","train"
"7540","train"
"7541","train"
"7542","train"
"7543","train"
"7544","train"
"7545","train"
"7546","train"
"7547","test"
"7548","train"
"7549","train"
"7550","test"
"7551","train"
"7552","train"
"7553","test"
"7554","train"
"7555","train"
"7556","test"
"7557","train"
"7558","train"
"7559","train"
"7560","test"
"7561","train"
"7562","test"
"7563","test"
"7564","train"
"7565","train"
"7566","train"
"7567","train"
"7568","test"
"7569","train"
"7570","train"
"7571","test"
"7572","train"
"7573","train"
"7574","test"
"7575","train"
"7576","train"
"7577","train"
"7578","train"
"7579","train"
"7580","test"
"7581","train"
"7582","train"
"7583","train"
"7584","train"
"7585","train"
"7586","train"
"7587","train"
"7588","test"
"7589","test"
"7590","train"
"7591","test"
"7592","test"
"7593","train"
"7594","train"
"7595","train"
"7596","train"
"7597","train"
"7598","test"
"7599","train"
"7600","test"
"7601","train"
"7602","train"
"7603","test"
"7604","train"
"7605","train"
"7606","train"
"7607","test"
"7608","train"
"7609","test"
