"","split"
"3875","train"
"3876","train"
"3877","train"
"3878","test"
"3879","train"
"3880","test"
"3881","train"
"3882","train"
"3883","train"
"3884","train"
"3885","train"
"3886","train"
"3887","train"
"3888","train"
"3889","test"
"3890","train"
"3891","train"
"3892","train"
"3893","train"
"3894","train"
"3895","train"
"3896","train"
"3897","test"
"3898","train"
"3899","test"
"3900","train"
"3901","test"
"3902","test"
"3903","train"
"3904","train"
"3905","train"
"3906","test"
"3907","train"
"3908","train"
"3909","test"
"3910","train"
"3911","test"
"3912","train"
"3913","test"
"3914","test"
"3915","train"
"3916","train"
"3917","train"
"3918","test"
"3919","test"
"3920","train"
"3921","train"
"3922","test"
"3923","test"
"3924","test"
"3925","test"
"3926","test"
"3927","test"
"3928","train"
"3929","train"
"3930","train"
"3931","train"
"3932","test"
"3933","test"
"3934","train"
"3935","train"
"3936","test"
"3937","train"
"3938","train"
"3939","train"
"3940","test"
"3941","train"
"3942","test"
"3943","train"
"3944","train"
"3945","train"
"3946","train"
"3947","train"
"3948","train"
"3949","train"
"3950","train"
"3951","train"
"3952","train"
"3953","train"
"3954","test"
"3955","train"
"3956","train"
"3957","train"
"3958","test"
"3959","train"
"3960","train"
"3961","train"
"3962","train"
"3963","train"
"3964","train"
"3965","train"
"3966","train"
"3967","train"
"3968","train"
"3969","train"
"3970","train"
"3971","train"
"3972","train"
"3973","train"
"3974","train"
"3975","train"
"3976","test"
"3977","test"
"3978","train"
"3979","test"
"3980","test"
"3981","test"
"3982","train"
"3983","test"
"3984","train"
"3985","train"
"3986","train"
"3987","test"
"3988","test"
"3989","train"
"3990","train"
"3991","train"
"3992","test"
"3993","test"
"3994","train"
"3995","train"
"3996","test"
"3997","train"
"3998","train"
"3999","train"
"4000","train"
"4001","train"
"4002","test"
"4003","test"
"4004","train"
"4005","train"
"4006","train"
"4007","train"
"4008","test"
"4009","train"
"4010","train"
"4011","train"
"4012","train"
"4013","train"
"4014","train"
"4015","test"
"4016","test"
"4017","test"
"4018","train"
"4019","train"
"4020","train"
"4021","train"
"4022","train"
"4023","train"
"4024","train"
"4025","test"
"4026","train"
"4027","train"
"4028","train"
"4029","train"
"4030","train"
"4031","train"
"4032","train"
"4033","train"
"4034","train"
"4035","test"
"4036","train"
"4037","train"
"4038","test"
"4039","train"
"4040","train"
"4041","test"
"4042","train"
"4043","train"
"4044","test"
"4045","train"
"4046","train"
"4047","train"
"4048","train"
"4049","train"
"4050","train"
"4051","test"
"4052","train"
"4053","test"
"4054","train"
"4055","train"
"4056","test"
"4057","train"
"4058","train"
"4059","train"
"4060","test"
"4061","train"
"4062","train"
"4063","train"
"4064","test"
"4065","test"
"4066","train"
"4067","train"
"4068","test"
"4069","test"
"4070","train"
"4071","test"
"4072","train"
"4073","train"
"4074","test"
"4075","train"
"4076","train"
"4077","train"
"4078","train"
"4079","train"
"4080","train"
"4081","train"
"4082","train"
"4083","train"
"4084","test"
"4085","train"
"4086","train"
"4087","test"
"4088","train"
"4089","train"
"4090","train"
"4091","train"
"4092","train"
"4093","train"
"4094","train"
"4095","test"
"4096","train"
"4097","test"
"4098","train"
"4099","test"
"4100","train"
"4101","train"
"4102","train"
"4103","test"
"4104","train"
"4105","train"
"4106","train"
"4107","train"
"4108","test"
"4109","test"
"4110","train"
"4111","train"
"4112","test"
"4113","train"
"4114","train"
"4115","test"
"4116","test"
"4117","train"
"4118","train"
"4119","test"
"4120","test"
"4121","train"
"4122","test"
"4123","test"
"4124","train"
"4125","test"
"4126","train"
"4127","train"
"4128","train"
"4129","train"
"4130","test"
"4131","train"
"4132","train"
"4133","test"
"4134","train"
"4135","train"
"4136","train"
"4137","test"
"4138","train"
"4139","train"
"4140","train"
"4141","train"
"4142","test"
"4143","train"
"4144","test"
"4145","test"
"4146","train"
"4147","train"
"4148","test"
"4149","test"
"4150","train"
"4151","train"
"4152","train"
"4153","train"
"4154","train"
"4155","train"
"4156","test"
"4157","train"
"4158","train"
"4159","train"
"4160","test"
"4161","train"
"4162","train"
"4163","test"
"4164","train"
"4165","train"
"4166","train"
"4167","test"
"4168","train"
"4169","train"
"4170","test"
"4171","test"
"4172","train"
"4173","train"
"4174","train"
"4175","train"
"4176","train"
"4177","train"
"4178","train"
"4179","train"
"4180","test"
"4181","test"
"4182","test"
"4183","train"
"4184","train"
"4185","test"
"4186","train"
"4187","train"
"4188","train"
"4189","test"
"4190","train"
"4191","train"
"4192","train"
"4193","test"
"4194","train"
"4195","train"
"4196","test"
"4197","train"
"4198","train"
"4199","train"
"4200","train"
"4201","train"
"4202","train"
"4203","train"
"4204","test"
"4205","test"
"4206","train"
"4207","train"
"4208","test"
"4209","train"
"4210","train"
"4211","test"
"4212","train"
"4213","train"
"4214","train"
"4215","train"
"4216","train"
"4217","train"
"4218","test"
"4219","test"
"4220","test"
"4221","train"
"4222","train"
"4223","test"
"4224","train"
"4225","train"
"4226","test"
"4227","train"
"4228","train"
"4229","train"
"4230","train"
"4231","train"
"4232","train"
"4233","train"
"4234","train"
"4235","test"
"4236","test"
"4237","train"
"4238","train"
"4239","train"
"4240","train"
"4241","test"
"4242","test"
"4243","train"
"4244","train"
"4245","test"
"4246","train"
"4247","train"
"4248","train"
"4249","train"
"4250","train"
"4251","train"
"4252","train"
"4253","train"
"4254","train"
"4255","train"
"4256","train"
"4257","train"
"4258","train"
"4259","train"
"4260","train"
"4261","test"
"4262","train"
"4263","train"
"4264","train"
"4265","train"
"4266","train"
"4267","train"
"4268","train"
"4269","train"
"4270","train"
"4271","train"
"4272","train"
"4273","train"
"4274","test"
"4275","train"
"4276","train"
"4277","train"
"4278","train"
"4279","train"
"4280","train"
"4281","train"
"4282","test"
"4283","train"
"4284","test"
"4285","test"
"4286","test"
"4287","test"
"4288","train"
"4289","test"
"4290","train"
"4291","train"
"4292","train"
"4293","train"
"4294","train"
"4295","train"
"4296","train"
"4297","test"
"4298","test"
"4299","test"
"4300","train"
"4301","train"
"4302","test"
"4303","train"
"4304","test"
"4305","test"
"4306","train"
"4307","test"
"4308","train"
"4309","train"
"4310","train"
"4311","train"
"4312","test"
"4313","train"
"4314","train"
"4315","train"
"4316","test"
"4317","test"
"4318","train"
"4319","train"
"4320","train"
"4321","train"
"4322","test"
"4323","train"
"4324","test"
"4325","train"
"4326","train"
"4327","train"
"4328","train"
"4329","train"
"4330","test"
"4331","test"
"4332","train"
"4333","train"
"4334","train"
"4335","test"
"4336","train"
"4337","train"
"4338","test"
"4339","train"
"4340","test"
"4341","train"
"4342","test"
"4343","train"
"4344","train"
"4345","train"
"4346","train"
"4347","test"
"4348","train"
"4349","test"
"4350","train"
"4351","train"
"4352","train"
"4353","train"
"4354","train"
"4355","train"
"4356","test"
"4357","train"
"4358","train"
"4359","train"
"4360","train"
"4361","test"
"4362","train"
"4363","train"
"4364","train"
"4365","test"
"4366","train"
"4367","train"
"4368","train"
"4369","train"
"4370","test"
"4371","train"
"4372","test"
"4373","train"
"4374","train"
"4375","train"
"4376","test"
"4377","test"
"4378","test"
"4379","train"
"4380","train"
"4381","test"
"4382","train"
"4383","test"
"4384","test"
"4385","train"
"4386","train"
"4387","test"
"4388","train"
"4389","train"
"4390","train"
"4391","train"
"4392","train"
"4393","train"
"4394","test"
"4395","test"
"4396","test"
"4397","test"
"4398","train"
"4399","train"
"4400","test"
"4401","test"
"4402","test"
"4403","train"
"4404","train"
"4405","test"
"4406","test"
"4407","train"
"4408","train"
"4409","test"
"4410","train"
"4411","test"
"4412","train"
"4413","train"
"4414","train"
"4415","test"
"4416","test"
"4417","test"
"4418","train"
"4419","train"
"4420","train"
"4421","train"
"4422","train"
"4423","train"
"4424","train"
"4425","train"
"4426","test"
"4427","train"
"4428","train"
"4429","train"
"4430","test"
"4431","train"
"4432","test"
"4433","test"
"4434","train"
"4435","train"
"4436","train"
"4437","train"
"4438","test"
"4439","train"
"4440","test"
"4441","train"
"4442","train"
"4443","train"
"4444","train"
"4445","train"
"4446","train"
"4447","train"
"4448","train"
"4449","train"
"4450","train"
"4451","train"
"4452","train"
"4453","test"
"4454","train"
"4455","train"
"4456","train"
"4457","test"
"4458","test"
"4459","train"
"4460","train"
"4461","train"
"4462","train"
"4463","test"
"4464","test"
"4465","test"
"4466","train"
"4467","train"
"4468","train"
"4469","train"
"4470","test"
"4471","test"
"4472","train"
"4473","train"
"4474","train"
"4475","test"
"4476","train"
"4477","train"
"4478","train"
"4479","train"
"4480","test"
"4481","test"
"4482","train"
"4483","train"
"4484","train"
"4485","test"
"4486","test"
"4487","train"
"4488","train"
"4489","train"
"4490","test"
"4491","test"
"4492","train"
"4493","test"
"4494","train"
"4495","train"
"4496","test"
"4497","train"
"4498","train"
"4499","train"
"4500","train"
"4501","train"
"4502","train"
"4503","train"
"4504","test"
"4505","train"
"4506","train"
"4507","train"
"4508","test"
"4509","train"
"4510","test"
"4511","train"
"4512","test"
"4513","train"
"4514","test"
"4515","train"
"4516","train"
"4517","train"
"4518","test"
"4519","test"
"4520","test"
"4521","train"
"4522","train"
"4523","train"
"4524","train"
"4525","train"
"4526","train"
"4527","train"
"4528","train"
"4529","train"
"4530","test"
"4531","test"
"4532","train"
"4533","train"
"4534","train"
"4535","train"
"4536","train"
"4537","train"
"4538","train"
"4539","train"
"4540","test"
"4541","train"
"4542","train"
"4543","test"
"4544","test"
"4545","train"
"4546","train"
"4547","train"
"4548","train"
"4549","train"
"4550","train"
"4551","train"
"4552","train"
"4553","train"
"4554","train"
"4555","test"
"4556","train"
"4557","test"
"4558","train"
"4559","train"
"4560","train"
"4561","train"
"4562","train"
"4563","train"
"4564","train"
"4565","train"
"4566","train"
"4567","test"
"4568","train"
"4569","test"
"4570","test"
"4571","train"
"4572","test"
"4573","train"
"4574","train"
"4575","test"
"4576","train"
"4577","train"
"4578","train"
"4579","train"
"4580","train"
"4581","train"
"4582","train"
"4583","train"
"4584","train"
"4585","train"
"4586","test"
"4587","train"
"4588","train"
"4589","train"
"4590","train"
"4591","test"
"4592","train"
"4593","train"
"4594","train"
"4595","train"
"4596","train"
"4597","test"
"4598","train"
"4599","train"
"4600","train"
"4601","train"
"4602","train"
"4603","train"
"4604","train"
"4605","test"
"4606","test"
"4607","train"
"4608","train"
"4609","test"
"4610","train"
"4611","train"
"4612","test"
"4613","train"
"4614","train"
"4615","test"
"4616","train"
"4617","train"
"4618","train"
"4619","test"
"4620","train"
"4621","train"
"4622","train"
"4623","train"
"4624","test"
"4625","test"
"4626","train"
"4627","train"
"4628","train"
"4629","test"
"4630","train"
"4631","train"
"4632","train"
"4633","train"
"4634","test"
"4635","test"
"4636","train"
"4637","test"
"4638","train"
"4639","train"
"4640","train"
"4641","test"
"4642","train"
"4643","test"
"4644","test"
"4645","train"
"4646","train"
"4647","test"
"4648","train"
"4649","train"
"4650","test"
"4651","test"
"4652","train"
"4653","train"
"4654","train"
"4655","train"
"4656","train"
"4657","train"
"4658","test"
"4659","train"
"4660","test"
"4661","train"
"4662","train"
"4663","test"
"4664","train"
"4665","test"
"4666","train"
"4667","train"
"4668","train"
"4669","train"
"4670","test"
"4671","train"
"4672","train"
"4673","train"
"4674","train"
"4675","test"
"4676","train"
"4677","train"
"4678","test"
"4679","train"
"4680","train"
"4681","train"
"4682","train"
"4683","train"
"4684","train"
"4685","train"
"4686","train"
"4687","train"
"4688","train"
"4689","train"
"4690","train"
"4691","train"
"4692","train"
"4693","test"
"4694","train"
"4695","train"
"4696","train"
"4697","train"
"4698","train"
"4699","train"
"4700","train"
"4701","train"
"4702","train"
"4703","train"
"4704","train"
"4705","train"
"4706","train"
"4707","test"
"4708","test"
"4709","test"
"4710","train"
"4711","train"
"4712","train"
"4713","train"
"4714","test"
"4715","train"
"4716","train"
"4717","test"
"4718","train"
"4719","test"
"4720","train"
"4721","test"
"4722","train"
"4723","train"
"4724","test"
"4725","test"
"4726","train"
"4727","train"
"4728","train"
"4729","train"
"4730","train"
"4731","train"
"4732","train"
"4733","test"
"4734","train"
"4735","train"
"4736","test"
"4737","train"
"4738","train"
"4739","train"
"4740","train"
"4741","train"
"4742","train"
"4743","train"
"4744","train"
"4745","test"
"4746","train"
"4747","train"
"4748","train"
"4749","train"
"4750","train"
"4751","test"
"4752","train"
"4753","train"
"4754","train"
"4755","train"
"4756","train"
"4757","train"
"4758","train"
"4759","train"
"4760","train"
"4761","train"
"4762","train"
"4763","train"
"4764","train"
"4765","train"
"4766","train"
"4767","test"
"4768","train"
"4769","train"
"4770","test"
"4771","train"
"4772","test"
"4773","train"
"4774","train"
"4775","train"
"4776","train"
"4777","train"
"4778","train"
"4779","train"
"4780","test"
"4781","train"
"4782","train"
"4783","train"
"4784","train"
"4785","train"
"4786","train"
"4787","test"
"4788","test"
"4789","train"
"4790","test"
"4791","train"
"4792","train"
"4793","train"
"4794","train"
"4795","test"
"4796","train"
"4797","test"
"4798","test"
"4799","train"
"4800","train"
"4801","train"
"4802","train"
"4803","test"
"4804","train"
"4805","train"
"4806","train"
"4807","train"
"4808","train"
"4809","train"
"4810","train"
"4811","test"
"4812","train"
"4813","test"
"4814","train"
"4815","train"
"4816","train"
"4817","train"
"4818","train"
"4819","test"
"4820","train"
"4821","test"
"4822","train"
"4823","train"
"4824","train"
"4825","train"
"4826","test"
"4827","train"
"4828","test"
"4829","train"
"4830","test"
"4831","train"
"4832","test"
"4833","train"
"4834","train"
"4835","train"
"4836","train"
"4837","test"
"4838","train"
"4839","train"
"4840","train"
"4841","train"
"4842","test"
"4843","train"
"4844","test"
"4845","train"
"4846","train"
"4847","train"
"4848","train"
"4849","train"
"4850","train"
"4851","train"
"4852","train"
"4853","train"
"4854","train"
"4855","train"
"4856","train"
"4857","train"
"4858","train"
"4859","train"
"4860","train"
"4861","train"
"4862","test"
"4863","train"
"4864","test"
"4865","train"
"4866","test"
"4867","train"
"4868","test"
"4869","train"
"4870","train"
"4871","train"
"4872","train"
"4873","train"
"4874","test"
"4875","train"
"4876","train"
"4877","train"
"4878","train"
"4879","train"
"4880","train"
"4881","train"
"4882","train"
"4883","train"
"4884","train"
"4885","train"
"4886","test"
"4887","train"
"4888","train"
"4889","test"
"4890","test"
"4891","train"
"4892","test"
"4893","train"
"4894","test"
"4895","train"
"4896","train"
"4897","test"
"4898","train"
"4899","train"
"4900","train"
"4901","train"
"4902","train"
"4903","train"
"4904","train"
"4905","test"
"4906","train"
"4907","test"
"4908","train"
"4909","train"
"4910","test"
"4911","train"
"4912","test"
"4913","train"
"4914","train"
"4915","train"
"4916","train"
"4917","train"
"4918","train"
"4919","test"
"4920","train"
"4921","test"
"4922","train"
"4923","train"
"4924","test"
"4925","test"
"4926","test"
"4927","train"
"4928","train"
"4929","train"
"4930","test"
"4931","test"
"4932","train"
"4933","train"
"4934","train"
"4935","test"
"4936","test"
"4937","test"
"4938","train"
"4939","train"
"4940","train"
"4941","train"
"4942","train"
"4943","train"
"4944","test"
"4945","train"
"4946","train"
"4947","test"
"4948","train"
"4949","train"
"4950","test"
"4951","train"
"4952","test"
"4953","train"
"4954","train"
"4955","test"
"4956","train"
"4957","train"
"4958","train"
"4959","train"
"4960","test"
"4961","train"
"4962","train"
"4963","train"
"4964","train"
"4965","test"
"4966","test"
"4967","train"
"4968","train"
"4969","test"
"4970","train"
"4971","train"
"4972","train"
"4973","train"
"4974","train"
"4975","train"
"4976","train"
"4977","train"
"4978","test"
"4979","test"
"4980","train"
"4981","train"
"4982","test"
"4983","train"
"4984","train"
"4985","test"
"4986","train"
"4987","test"
"4988","train"
"4989","train"
"4990","test"
"4991","train"
"4992","train"
"4993","train"
"4994","train"
"4995","train"
"4996","test"
"4997","test"
"4998","train"
"4999","test"
"5000","test"
"5001","test"
"5002","train"
"5003","train"
"5004","test"
"5005","test"
"5006","train"
"5007","train"
"5008","train"
"5009","train"
"5010","train"
"5011","train"
"5012","train"
"5013","train"
"5014","train"
"5015","train"
"5016","test"
"5017","test"
"5018","train"
"5019","train"
"5020","test"
"5021","train"
"5022","test"
"5023","train"
"5024","train"
"5025","train"
"5026","train"
"5027","train"
"5028","train"
"5029","train"
"5030","test"
"5031","train"
"5032","train"
"5033","train"
"5034","train"
"5035","test"
"5036","test"
"5037","train"
"5038","train"
"5039","train"
"5040","train"
"5041","train"
"5042","train"
"5043","test"
"5044","test"
"5045","train"
"5046","train"
"5047","train"
"5048","test"
"5049","test"
"5050","train"
"5051","train"
"5052","train"
"5053","train"
"5054","test"
"5055","train"
"5056","train"
"5057","train"
"5058","test"
"5059","train"
"5060","test"
"5061","train"
"5062","train"
"5063","train"
"5064","train"
"5065","train"
"5066","train"
"5067","train"
"5068","train"
"5069","test"
"5070","train"
"5071","train"
"5072","test"
"5073","train"
"5074","train"
"5075","test"
"5076","train"
"5077","train"
"5078","train"
"5079","train"
"5080","train"
"5081","train"
"5082","train"
"5083","test"
"5084","train"
"5085","test"
"5086","train"
"5087","train"
"5088","train"
"5089","train"
"5090","test"
"5091","test"
"5092","test"
"5093","train"
"5094","test"
"5095","train"
"5096","train"
"5097","train"
"5098","train"
"5099","train"
"5100","test"
"5101","train"
"5102","train"
"5103","train"
"5104","test"
"5105","train"
"5106","test"
"5107","train"
"5108","train"
"5109","train"
"5110","train"
"5111","train"
"5112","train"
"5113","train"
"5114","train"
"5115","test"
"5116","train"
"5117","test"
"5118","train"
"5119","test"
"5120","train"
"5121","train"
"5122","test"
"5123","train"
"5124","train"
"5125","test"
"5126","train"
"5127","test"
"5128","train"
"5129","test"
"5130","train"
"5131","test"
"5132","train"
"5133","train"
"5134","train"
"5135","train"
"5136","train"
"5137","train"
"5138","train"
"5139","test"
"5140","train"
"5141","test"
"5142","train"
"5143","test"
"5144","test"
"5145","train"
"5146","test"
"5147","train"
"5148","train"
"5149","test"
"5150","test"
"5151","test"
"5152","test"
"5153","test"
"5154","train"
"5155","train"
"5156","train"
"5157","test"
"5158","test"
"5159","train"
"5160","train"
"5161","train"
"5162","train"
"5163","train"
"5164","test"
"5165","train"
"5166","train"
"5167","train"
"5168","test"
"5169","train"
"5170","train"
"5171","train"
"5172","test"
"5173","train"
"5174","train"
"5175","train"
"5176","train"
"5177","train"
"5178","train"
"5179","test"
"5180","train"
"5181","test"
"5182","test"
"5183","train"
"5184","train"
"5185","train"
"5186","train"
"5187","test"
"5188","train"
"5189","test"
"5190","train"
"5191","train"
"5192","train"
"5193","train"
"5194","test"
"5195","train"
"5196","train"
"5197","train"
"5198","train"
"5199","train"
"5200","train"
"5201","train"
"5202","test"
"5203","train"
"5204","train"
"5205","test"
"5206","train"
"5207","test"
"5208","train"
"5209","train"
"5210","train"
"5211","train"
"5212","train"
"5213","train"
"5214","train"
"5215","train"
"5216","train"
"5217","train"
"5218","test"
"5219","train"
"5220","train"
"5221","test"
"5222","test"
"5223","train"
"5224","test"
"5225","train"
"5226","train"
"5227","train"
"5228","train"
"5229","train"
"5230","train"
"5231","train"
"5232","train"
"5233","test"
"5234","test"
"5235","test"
"5236","train"
"5237","train"
"5238","test"
"5239","train"
"5240","train"
"5241","train"
"5242","train"
"5243","train"
"5244","test"
"5245","train"
"5246","train"
"5247","train"
"5248","test"
"5249","test"
"5250","train"
"5251","test"
"5252","train"
"5253","test"
"5254","train"
"5255","train"
"5256","train"
"5257","train"
"5258","train"
"5259","train"
"5260","test"
"5261","train"
"5262","train"
"5263","train"
"5264","test"
"5265","train"
"5266","test"
"5267","train"
"5268","test"
"5269","test"
"5270","train"
"5271","train"
"5272","train"
"5273","train"
"5274","train"
"5275","train"
"5276","train"
"5277","train"
"5278","test"
"5279","test"
"5280","train"
"5281","train"
"5282","train"
"5283","train"
"5284","train"
"5285","train"
"5286","test"
"5287","train"
"5288","test"
"5289","train"
"5290","test"
"5291","train"
"5292","test"
"5293","test"
"5294","train"
"5295","train"
"5296","train"
"5297","train"
"5298","train"
"5299","train"
"5300","train"
"5301","train"
"5302","train"
"5303","test"
"5304","train"
"5305","train"
"5306","test"
"5307","test"
"5308","train"
"5309","train"
"5310","train"
"5311","train"
"5312","test"
"5313","train"
"5314","train"
"5315","train"
"5316","train"
"5317","train"
"5318","train"
"5319","train"
"5320","train"
"5321","train"
"5322","train"
"5323","train"
"5324","test"
"5325","test"
"5326","train"
"5327","train"
"5328","train"
"5329","test"
"5330","train"
"5331","train"
"5332","test"
"5333","train"
"5334","train"
"5335","train"
"5336","train"
"5337","test"
"5338","train"
"5339","train"
"5340","train"
"5341","test"
"5342","train"
"5343","test"
"5344","train"
"5345","train"
"5346","train"
"5347","test"
"5348","train"
"5349","train"
"5350","train"
"5351","train"
"5352","test"
"5353","train"
"5354","train"
"5355","train"
"5356","train"
"5357","train"
"5358","train"
"5359","train"
"5360","train"
"5361","test"
"5362","train"
"5363","train"
"5364","test"
"5365","train"
"5366","train"
"5367","train"
"5368","train"
"5369","test"
"5370","train"
"5371","test"
"5372","train"
"5373","train"
"5374","train"
"5375","train"
"5376","test"
"5377","train"
"5378","test"
"5379","train"
"5380","test"
"5381","test"
"5382","train"
"5383","train"
"5384","train"
"5385","test"
"5386","test"
"5387","train"
"5388","train"
"5389","train"
"5390","train"
"5391","train"
"5392","train"
"5393","train"
"5394","test"
"5395","train"
"5396","train"
"5397","train"
"5398","train"
"5399","train"
"5400","train"
"5401","train"
"5402","train"
"5403","test"
"5404","train"
"5405","train"
"5406","test"
"5407","test"
"5408","train"
"5409","test"
"5410","train"
"5411","train"
"5412","train"
"5413","train"
"5414","train"
"5415","train"
"5416","train"
"5417","train"
"5418","train"
"5419","test"
"5420","train"
"5421","train"
"5422","test"
"5423","train"
"5424","test"
"5425","train"
"5426","test"
"5427","test"
"5428","train"
"5429","train"
"5430","train"
"5431","test"
"5432","train"
"5433","train"
"5434","test"
"5435","train"
"5436","train"
"5437","train"
"5438","test"
"5439","train"
"5440","train"
"5441","train"
"5442","test"
"5443","train"
"5444","train"
"5445","train"
"5446","train"
"5447","train"
"5448","train"
"5449","test"
"5450","train"
"5451","train"
"5452","train"
"5453","test"
"5454","train"
"5455","train"
"5456","test"
"5457","test"
"5458","train"
"5459","train"
"5460","train"
"5461","train"
"5462","train"
"5463","train"
"5464","train"
"5465","train"
"5466","train"
"5467","test"
"5468","test"
"5469","train"
"5470","train"
"5471","train"
"5472","train"
"5473","train"
"5474","test"
"5475","test"
"5476","train"
"5477","test"
"5478","train"
"5479","train"
"5480","test"
"5481","train"
"5482","test"
"5483","train"
"5484","train"
"5485","train"
"5486","train"
"5487","train"
"5488","train"
"5489","train"
"5490","test"
"5491","train"
"5492","train"
"5493","train"
"5494","train"
"5495","train"
"5496","test"
"5497","test"
"5498","train"
"5499","train"
"5500","test"
"5501","train"
"5502","train"
"5503","train"
"5504","test"
"5505","train"
"5506","train"
"5507","test"
"5508","train"
"5509","test"
"5510","test"
"5511","test"
"5512","train"
"5513","train"
"5514","train"
"5515","train"
"5516","train"
"5517","train"
"5518","train"
"5519","train"
"5520","train"
"5521","train"
"5522","train"
"5523","train"
"5524","train"
"5525","train"
"5526","test"
"5527","train"
"5528","test"
"5529","test"
"5530","test"
"5531","test"
"5532","test"
"5533","test"
"5534","test"
"5535","train"
"5536","train"
"5537","train"
"5538","train"
"5539","train"
"5540","test"
"5541","train"
"5542","train"
"5543","train"
"5544","test"
"5545","train"
"5546","train"
"5547","train"
"5548","train"
"5549","train"
"5550","train"
"5551","train"
"5552","train"
"5553","test"
"5554","test"
"5555","train"
"5556","train"
"5557","train"
"5558","train"
"5559","train"
"5560","train"
"5561","train"
"5562","train"
"5563","train"
"5564","train"
"5565","train"
"5566","train"
"5567","test"
"5568","train"
"5569","test"
"5570","train"
"5571","train"
"5572","train"
"5573","train"
"5574","train"
"5575","test"
"5576","train"
"5577","train"
"5578","test"
"5579","train"
"5580","train"
"5581","test"
"5582","test"
"5583","test"
"5584","train"
"5585","train"
"5586","test"
"5587","test"
"5588","train"
"5589","train"
"5590","train"
"5591","train"
"5592","test"
"5593","train"
"5594","test"
"5595","test"
"5596","train"
"5597","test"
"5598","train"
"5599","train"
"5600","train"
"5601","train"
"5602","test"
"5603","test"
"5604","train"
"5605","test"
"5606","train"
"5607","train"
"5608","train"
"5609","train"
"5610","train"
"5611","test"
"5612","train"
"5613","test"
"5614","test"
"5615","train"
"5616","test"
"5617","train"
"5618","train"
"5619","train"
"5620","train"
"5621","test"
"5622","train"
"5623","test"
"5624","train"
"5625","train"
"5626","train"
"5627","test"
"5628","train"
"5629","train"
"5630","train"
"5631","test"
"5632","train"
"5633","train"
"5634","train"
"5635","test"
"5636","train"
"5637","train"
"5638","train"
"5639","train"
"5640","test"
"5641","train"
"5642","train"
"5643","train"
"5644","test"
"5645","test"
"5646","train"
"5647","test"
"5648","train"
"5649","train"
"5650","train"
"5651","train"
"5652","train"
"5653","train"
"5654","train"
"5655","train"
"5656","train"
"5657","test"
"5658","train"
"5659","train"
"5660","train"
"5661","train"
"5662","train"
"5663","test"
"5664","train"
"5665","train"
"5666","train"
"5667","train"
"5668","test"
"5669","test"
"5670","train"
"5671","train"
"5672","train"
"5673","train"
"5674","test"
"5675","train"
"5676","train"
"5677","train"
"5678","train"
"5679","train"
"5680","train"
"5681","train"
"5682","train"
"5683","train"
"5684","train"
"5685","test"
"5686","train"
"5687","train"
"5688","train"
"5689","train"
"5690","train"
"5691","test"
"5692","train"
"5693","test"
"5694","train"
"5695","test"
"5696","train"
"5697","train"
"5698","train"
"5699","train"
"5700","test"
"5701","test"
"5702","test"
"5703","train"
"5704","test"
"5705","train"
"5706","test"
"5707","test"
"5708","train"
"5709","train"
"5710","train"
"5711","train"
"5712","test"
"5713","train"
"5714","test"
"5715","test"
"5716","train"
"5717","train"
"5718","train"
"5719","test"
"5720","train"
"5721","train"
"5722","train"
"5723","train"
"5724","train"
"5725","test"
"5726","train"
"5727","test"
"5728","train"
"5729","test"
"5730","test"
"5731","test"
"5732","train"
"5733","test"
"5734","test"
"5735","train"
"5736","train"
"5737","train"
"5738","train"
"5739","train"
"5740","train"
"5741","test"
"5742","test"
"5743","train"
"5744","train"
"5745","test"
"5746","train"
"5747","train"
"5748","test"
"5749","train"
"5750","test"
"5751","train"
"5752","train"
"5753","train"
"5754","train"
"5755","train"
"5756","train"
"5757","train"
"5758","train"
"5759","test"
"5760","train"
"5761","test"
"5762","train"
"5763","test"
"5764","test"
"5765","test"
"5766","test"
"5767","test"
"5768","train"
"5769","train"
"5770","train"
"5771","train"
"5772","train"
"5773","train"
"5774","train"
"5775","train"
"5776","test"
"5777","train"
"5778","train"
"5779","train"
"5780","train"
"5781","test"
"5782","test"
"5783","train"
"5784","train"
"5785","train"
"5786","test"
"5787","train"
"5788","train"
"5789","test"
"5790","train"
"5791","train"
"5792","test"
"5793","train"
"5794","test"
"5795","train"
"5796","train"
"5797","train"
"5798","train"
"5799","train"
"5800","train"
"5801","test"
"5802","test"
"5803","train"
"5804","train"
"5805","train"
"5806","train"
"5807","train"
"5808","train"
"5809","test"
"5810","train"
"5811","train"
"5812","train"
"5813","train"
"5814","train"
"5815","test"
"5816","train"
"5817","train"
"5818","test"
"5819","train"
"5820","train"
"5821","train"
"5822","train"
"5823","test"
"5824","train"
"5825","train"
"5826","train"
"5827","test"
"5828","train"
"5829","train"
"5830","train"
"5831","train"
"5832","train"
"5833","train"
"5834","train"
"5835","train"
"5836","train"
"5837","train"
"5838","train"
"5839","train"
"5840","train"
"5841","train"
"5842","train"
"5843","train"
"5844","train"
"5845","train"
"5846","test"
"5847","train"
"5848","train"
"5849","train"
"5850","test"
"5851","train"
"5852","train"
"5853","train"
"5854","test"
"5855","train"
"5856","train"
"5857","train"
"5858","train"
"5859","test"
"5860","train"
"5861","train"
"5862","train"
"5863","train"
"5864","train"
"5865","test"
"5866","train"
"5867","train"
"5868","test"
"5869","train"
"5870","train"
"5871","test"
"5872","test"
"5873","test"
